Circle_57_53,Circle_57_54,Circle_57_55,Circle_58_52,Source,Output
198.96729915365574,125.22785322083388,119.89485873278073,100.00452412773339,1.2241398581174914,-8.285261386040488e-12
122.21016630530704,55.7695446569754,158.05272567000333,65.32135014185624,1.9681601638139883,-2.9287453729251435e-10
219.03258656703255,138.9473281851431,115.24101783473293,88.17607610196086,1.6679927251083257,-3.93518513866705e-11
62.90893165728799,126.92936181882288,160.31400831692162,161.190185532253,1.514370211936295,-1.0536830442042125e-10
65.3365566557437,211.75306963824096,203.07127942877136,148.20010110610622,1.1364956112997318,-3.26787071467779e-10
214.9935508344203,82.71265944158722,204.9238287964157,52.10906655077354,1.2854558558155427,-2.0862321438028084e-10
211.23718536339845,205.2138084369292,81.10395963859706,115.23576625661262,1.1830707550808472,-1.9064403258242446e-10
155.51977720989254,205.18000739022358,56.18614031341838,170.6399968325402,1.198531719730815,-2.3701781857168644e-10
123.40378638821396,87.60810817224967,105.06265783956965,182.68990377453665,0.8943500817196575,-4.3393723081251136e-11
187.85986819888393,64.73946063173383,129.5610890325251,67.2282154082276,1.756393238911139,-3.169360011107923e-11
73.02984839189382,120.34894740914048,152.99347191209483,57.543105830315284,1.226438971827434,-4.816921907419047e-11
107.54086796119563,158.7733342513747,113.90067820674923,64.42455734599095,1.655687187355142,-3.7244199944495486e-10
112.14930731093159,160.53168304187284,112.86267047488211,77.93360823211648,1.8012130788263698,-2.0227306613021383e-10
71.45385636183491,76.29396446412264,196.51140578214057,136.3574974242088,0.5794775204041622,-3.4858962486530574e-11
106.71918031294473,123.10804042489869,73.8874279491265,123.9952365869471,1.065551557340425,-2.673124909894448e-11
193.6970080345117,131.62208709228813,222.53918375625744,147.4430376002498,1.639689251585463,-4.245697443666942e-11
176.80531443187493,146.27932486422057,191.0657805750512,85.92177236950745,0.9828312771043156,-4.636383318721912e-11
117.46588111098012,183.39411877166458,132.68446583927494,192.36483822812136,1.0328777690599797,-1.0777305180023381e-10
52.55679095658033,158.68023893894554,119.08760632056588,90.70703675954798,0.6110203690753071,-1.6650693317913375e-10
217.34691176519598,114.59368049985939,60.84617291637237,161.77439582782648,1.0834633387288726,-7.550617547260736e-10
117.99757459130198,139.7900496793278,112.73347837697762,153.23225335033905,0.6737872890396126,-4.096055700812799e-10
75.95620050203956,153.64337245926623,192.17040287759025,86.85652449121079,0.9943400595644385,-1.4972303709492618e-10
196.20878410935478,83.73373998106791,80.34108340865913,183.01136347434124,0.6432078506067687,-8.384530264301539e-10
224.396563334589,104.52160184055015,177.85201116992747,180.66307026448803,0.5386122722524882,-5.201060594677029e-11
224.03795689217992,100.86081131387522,74.32959557679649,156.07137078964666,1.7671924596425759,-8.891618457288334e-10
79.58357575767658,171.9760486570385,144.39381571283099,80.54972507032514,0.7571467742517551,-3.469247626207621e-10
193.14373901077695,143.7071270555832,160.92608184529408,80.61419336917947,0.6167214261908236,-2.784330903971091e-11
133.38511920675134,187.76938937949325,108.71788320759401,160.7013794706918,1.1098900324292884,-5.6227927268951225e-11
75.02852028358726,181.55142427928357,66.54757628887694,205.21368358392317,1.8493939982581091,-1.7144766450363257e-10
145.31058203838626,81.14633134522172,69.92845058085737,135.4804542060857,1.8194929492184602,-5.67198486621205e-12
196.112289787472,59.967049444801766,136.21518606664262,126.98282077608414,0.6030280843609035,-2.2425512107150557e-11
102.68554628667493,178.31935968088916,128.1657497953105,201.91328091238182,0.8252409562324075,-1.6819092044160146e-10
132.37317962430038,209.96202306772562,104.99380023081136,121.93584370179236,1.0134532968001493,-3.642851433442375e-11
220.78236539161952,114.86382282736312,113.08224244432029,128.0468841273481,1.3582220413890933,-1.0027262058068286e-10
139.42429509734254,177.04610157701393,101.33600203464377,205.82129196776364,1.2403237733947232,-1.4537715673531515e-10
84.40649024357543,107.33803279402642,88.60730180751115,132.87181405590968,1.3582652184015702,-1.8084228282512187e-10
166.00411342360584,96.20306480180504,67.43836756090482,77.10903478145295,1.4395907290422039,-6.336833596209926e-11
118.23826565748158,91.69681291164878,64.94153383916506,196.34306949281574,0.5559794121340713,-6.967872673710293e-11
211.4309359780087,104.53932841530366,178.6264774953981,127.54799328437498,1.6957942457507134,-7.168263417041295e-11
113.29726976439036,172.2459589376378,58.17569897308712,134.53141002335116,1.2387612776765191,-3.6791687303176483e-10
192.89990269498932,143.73824377388894,53.19122773574866,145.77687662499676,1.9158179955729615,-5.258926242457439e-10
183.86934478670062,112.2521988985965,88.92537350124067,65.92499578418996,0.6804529655149671,-3.5928517338888705e-10
156.79096967394858,137.60259436540787,199.13076855773113,106.44685673928453,1.6727811364827667,-4.3381263765589114e-11
133.2421469955927,69.07584702963818,223.21493770271888,217.558881949618,0.8669871394416866,-7.83468560113144e-11
76.01980196291962,152.26005050848585,69.69594337343143,80.05561314681805,1.5199515936781502,-1.5045180595515e-10
118.257824827151,59.910285332161166,175.44488975998522,141.34586584385755,1.7544822936114775,-3.8187828440484565e-11
121.39649681034848,50.43750589180892,221.3886110206223,84.93884820169052,1.4142930937847393,-3.1455900870982405e-10
195.8999472637698,152.7261061937003,166.03709708348123,144.30875996098484,1.9975918366528762,-2.5010398163073497e-11
118.5290946959853,173.39659883118836,152.92939996673115,145.89297818064765,1.3715524088930784,-8.066060190735e-11
72.39783320064771,175.8317269382303,171.2907954406893,143.45282328210232,0.643032149595598,-4.245295639605782e-10
206.8454059684827,162.75928978005214,64.01520948810429,58.339516668106135,0.9841684112270755,-8.290656890452742e-10
176.530804616802,102.13858107230897,192.26238677296394,219.81670377557867,0.8195147127840648,-3.8786181419337837e-11
163.38858237872216,175.0215167794926,128.4945727753627,95.11297433489179,1.6103912146648955,-1.4332915407844567e-11
119.60468227124402,189.43727744963022,82.28074717097374,192.6951921673584,1.1834166055254425,-1.628851922940563e-10
203.82654332596093,184.45357167120565,174.41240576504703,111.56413224565463,1.1274629644507708,-3.677796567057963e-11
207.1007918270529,88.94224144710833,124.27079596708555,131.4594527823416,0.9232336999063491,-4.8917492666324166e-11
111.45901836747436,199.70582572474538,223.92099291665485,125.04505335711421,1.6682243496262492,-1.3847280661088952e-10
121.84454268082413,64.98826302239263,148.07660040896332,119.5930910130066,1.8466667190262638,-1.5264765066164185e-10
107.57114633123209,133.19321723184126,99.04594123606213,81.86580571470975,0.9330067643828233,-1.5788520366055983e-10
85.7440241918527,224.44301715767673,209.58747249626794,128.07314143209507,1.1447978130889829,-2.3310077038753124e-10
54.251717060762495,217.73268690886937,135.44005480943636,86.83326806203367,1.9520284955133171,-2.247390301943559e-10
188.05510578526642,61.85218684432692,222.54835414589235,186.0499920083193,1.5109313392372221,-1.1424325439233974e-10
55.67922663136201,201.1459405129651,50.5858351868946,154.2029251141168,0.8133706901317823,-7.248904416620587e-10
209.8588256386965,178.8414618947165,206.67453982808334,106.52859765409485,1.8794124800169298,-7.164276016857093e-11
